,year,sents
24177,2020-21,It is expected that lots of commercial applications would emerge from theoretical constructs which are developing in this area.
24178,2020-21,It is proposed to provide an outlay of ` 8000 crore over a period five years for the National Mission on Quantum Technologies and Applications.
24179,2020-21,"In our third theme we focus on Women & Child, Social Welfare; Culture and Tourism and also on Environment and Climate Change."
24180,2020-21,"Women & Child, Social Welfare 65."
24181,2020-21,I am pleased to inform the House that “Beti Bachao Beti Padhao” has yielded tremendous results.
24182,2020-21,Gross enrolment ratio of girls across all levels of education is now higher than boys.
24183,2020-21,"At elementary level, it is 94.32 % as against 89.28% for boys."
24184,2020-21,"At Secondary level, it is 81.32 % as compared to 78 %, At higher secondary level girls have achieved a level of 59.70 % as compared to 57.54 % for boys.   "
24185,2020-21,Health of mother and child are closely corelated.
24186,2020-21,Nutrition is the critical component of health.
24187,2020-21,"To improve the nutritional status of children 06 years, adolescent girls, pregnant women and lactating mothers, our Prime Minister launched a “Poshan Abhiyan” in 201718."
24188,2020-21,More than six lakh anganwadi workers are equipped with smart phones to upload the nutritional status of more than 10 crore households.
24189,2020-21,The scale of these developments is unprecedented.
24190,2020-21,"Women’s age of marriage was increased from fifteen years to eighteen years in 1978, by amending erstwhile Sharda Act of 1929."
24191,2020-21,"As India progresses further, opportunities open up for women to pursue higher education and careers."
24192,2020-21,There are imperatives of lowering MMR as well as improvement of nutrition levels.
24193,2020-21,Entire issue about age of a girl entering motherhood needs to be seen in this light.
24194,2020-21,I propose to appoint a task force that will present its recommendations in six months’ time.
24195,2020-21,I propose to provide ` 35600 crore for nutritionrelated programmes for the financial year 202021.
24196,2020-21,"In continuing with our government’s commitment to the welfare of women, this budget provides for about ` 28,600 crore for programs that are specific to women."
24197,2020-21,Our government is determined that there shall be no manual cleaning of sewer systems or septic tanks.
24198,2020-21,Suitable technologies for such tasks have been identified by the Ministry of Housing and Urban Affairs.
24199,2020-21,The Ministry is working with urban local bodies for the adoption of these technologies.
24200,2020-21,We will now take this to its logical conclusion through legislative and institutional changes.
24201,2020-21,Financial support for wider acceptance of such technologies will be provided.
24202,2020-21,"In furthering this government’s commitment towards the welfare of Scheduled Castes and Other Backward classes, I propose a budget provision of about ` 85,000 crore for 202021."
24203,2020-21,"In furthering development and welfare of Scheduled tribes, I provide in the Budget for the year 202021 an amount of about ` 53,700 crore."
24204,2020-21,This government is mindful of the concerns of senior citizens and Divyang.
24205,2020-21,"Accordingly, an enhanced allocation of about ` 9,500 crore is being provided for 202021."
24206,2020-21,Our government proposes to establish an Indian Institute of Heritage and Conservation under Ministry of Culture; it shall have the status of a deemed University to start with.
24207,2020-21,Acquisition of knowledge in disciplines such as museology and archaeology are essential for collecting and analysing scientific evidence of such findings and for dissemination through high quality museums.
24208,2020-21,Currently lack of trained manpower is a handicap for both these disciplines.
24209,2020-21,Five archaeological sites would be developed as iconic sites with on site Museums.
24210,2020-21,"They are: Rakhigarhi Haryana, Hastinapur Uttar Pradesh Shivsagar Assam, Dholavira Gujarat and Adichanallur Tamil Nadu."
24211,2020-21,"Our Prime Minister in January 2020 announced recuration of the Indian Museum in Kolkata, which is the oldest in the country."
24212,2020-21,"In the historic Old Mint building Kolkata, a museum on Numismatics and Trade will also be located."
24213,2020-21,Four more museums from across the country shall be taken up for renovation and recuration so that a world class experience can be offered to visitors.
24214,2020-21,Our government shall also supportsetting up of a Tribal Museum in Ranchi Jharkhand.
24215,2020-21,"A maritime museum would be set up at Lothal  the Harrapan age maritime site near Ahmedabad, by Ministry of Shipping."
24216,2020-21,"I propose to provide ` 3,150 crore for Ministry of Culture for 202021."
24217,2020-21,India has moved up from rank 65 in 2014 to 34 in 2019 in the Travel & Tourism Competitive Index World Economic Forum.
24218,2020-21,Foreign exchange earnings grew 7.4% to `1.88 lakh crores for the period January to November 2019 from `1.75 lakh crores  22 Growth of tourism directly relates to growth and employment.
24219,2020-21,States have a critical role to play.
24220,2020-21,I expect the State governments to develop a roadmap for certain identified destinations and formulate financial plans during 2021 against which specified grants will be made available to the States in 202021.
24221,2020-21,"For purpose of tourism promotion, I propose to allocate ` 2,500 crore for 202021."
24222,2020-21,Environment & Climate Change 77.
24223,2020-21,"In September 2019, the Prime Minister has launched the Coalition for Disaster Resilient Infrastructure CDRI with its Secretariat in Delhi."
24224,2020-21,This global partnership is the second such international initiative after the launch of International Solar Alliance in 2015.
